task_id,dimension,phase,type,priority,effort,order,depends_on,decision_gate,same_as,owner,files,action,verify,status,md_anchor
"PERF-HN4","05-hieu-nang","GD2","viet-lai","P2","M","226","PERF-HN2","","","ai","flutter_app/lib/features/markets/.../market_list_page.dart;flutter_app/lib/features/trade/presentation/widgets/hub/trade_page_part_01.dart","DA XONG 2026-07-17 - MarketListStateController (Notifier, khong autoDispose) giu query/category/sort/favoriteIds + visiblePairs MEMOIZE tinh trong notifier (khong tinh trong build); page watch qua select tung lat (query chi flip empty/non-empty boundary), leaf _MarketListPairsSection watch visiblePairs/favoriteIds rieng; getMarketList() watch dung 1 lan trong build() cua notifier. 2 test moi: query loc dung + favorite song sot round-trip ShellRoute (chung minh khong autoDispose la co chu dich). KE HOACH GOC: Chuyen state man (query, category, sort, favoriteIds) vao AutoDisposeNotifier; dua danh sach filter/sort ra provider memoize (chi tinh lai khi input doi) thay vi tinh trong build; leaf widget dung ref.watch(provider.select(...)); getMarketList() de 1 provider watch 1 lan, khong goi trong build.","rebuild harness (PERF-HN2) assert go 1 ky tu chi rebuild subtree search/list, khong phai toan MarketListPage; cd flutter_app && flutter test test/quality/","done","§5 › HN-4"
"CI-D2","07-ci-tooling","GD2","toi-uu","P1","M","230","CI-D1","","","ai",".github/workflows/flutter-ci.yml","Tach 1 job tuan tu thanh cac job song song: (a) static = analyze + format + 19 audit --check; (b) guardrails = test/quality/** + router + golden; (c) full-suite = flutter test --coverage chia shard (matrix --total-shards/--shard-index), BO buoc 'Full test suite' trung lap L324-325; (d) build-android. Them cache ~/.pub-cache (key pubspec.lock) + gradle caches. Giu permissions contents:read + concurrency.","so wall-clock Actions truoc/sau (muc tieu <20 phut); doi chieu du 27 noi dung test + 19 audit --check van duoc gate; cd flutter_app && dart run tool/route_coverage_audit.dart --check","pending","§7 › D2"
"CI-D3","07-ci-tooling","GD2","cai-thien","P1","M","231","CI-D2","DEC-coverage (decided: floor = min(40%, so do thuc - 2diem) + ratchet)","","ai",".github/workflows/flutter-ci.yml;flutter_app/tool/coverage_floor.dart (moi)","Job full-suite chay flutter test --coverage (merge lcov cac shard), upload coverage/lcov.info; script Dart trong tool/ doc lcov fail neu tong < floor (khoi diem theo DEC-coverage, de xuat ~40%, chon thap hon so do thuc), co ratchet chi-cho-len. Loai lib/**/*.g.dart va fixture mock khoi mau so.","cd flutter_app && flutter test --coverage sinh coverage/lcov.info; chay script floor cuc bo, xac nhan fail khi ha nguong gia dinh","pending","§7 › D3 (= §10 › HR-5)"
"TEST-HR5","10-kiem-thu","GD2","cai-thien","P1","M","232","","","CI-D3","ai","(xem CI-D3)","TRUNG PHAM VI voi CI-D3 (coverage tooling + floor). Thuc thi mot lan tai CI-D3.","(theo CI-D3)","dup","§10 › HR-5"
"CI-D4","07-ci-tooling","GD2","cai-thien","P1","M","233","","","","human+ai",".github/dependabot.yml (moi);.github/workflows/flutter-ci.yml","Tao dependabot.yml 2 ecosystem: pub (/flutter_app) + github-actions (/). Pin moi action theo commit SHA day du + comment tag. Them job gitleaks chay tren PR (phoi hop SEC-S41). Bat secret scanning + push protection o repo settings (viec cua nguoi). Giu permissions contents:read cap workflow.","dependabot de xuat bump o PR thu; gitleaks detect --source . tra 0 leak; flutter pub get van pass sau khi lock bi dependabot dung","pending","§7 › D4"
"SEC-S41","04-bao-mat","GD2","cai-thien","P2","M","234","","","","ai","flutter_app/lib/features/profile/.../mock_profile_repository_settings_fixtures.dart:229-256;api_key_create_page.dart;earn mock_earn_repository_part_13.dart;trade_bots lifecycle_risk_repository_methods.dart;predictions fixtures_part_03.dart;flutter_app/test/quality/secret_material_guardrail_test.dart (moi);.github/workflows/flutter-ci.yml","Doi cac chuoi secret 32-ky-tu 'trong that' (vt_live_/sk_live_/pk_live_) sang dang ro rang la mau (tien to _EXAMPLE_ hoac ellipsis nhu keyPreview da dung), giu nguyen UI. Them guardrail Dart quet lib/ chan regex secret entropy dai (dong bo pattern voi util guardrail hien co). Buoc gitleaks CI lam chung CI-D4.","grep -rE '(sk|vt|pk)_live_[A-Za-z0-9]{20,}' flutter_app/lib = 0; cd flutter_app && flutter test test/quality/secret_material_guardrail_test.dart; gitleaks detect --no-git khong finding","pending","§4 › S4.1"
"CI-D6","07-ci-tooling","GD2","cai-thien","P1","L","235","CI-D2","DEC-ios (phan job iOS)","","human+ai","flutter_app/android/app/build.gradle.kts;flutter_app/pubspec.yaml;.github/workflows/ (release workflow moi);CHANGELOG.md (moi)","(1) productFlavors dev/staging/prod + flavorDimensions('env') + applicationIdSuffix .dev/.staging, GIU khoi signing guard. (2) Chuan hoa lenh build --flavor + --dart-define khop AppConfig.fromDartDefines (KHONG viet lai tang config). (3) Workflow release theo tag: build appbundle qua signing guard; job iOS (flutter build ipa/--no-codesign) tren macos-latest — cho DEC-ios. (4) CHANGELOG.md + quy uoc bump version thay vi tinh 1.0.0+1.","cd flutter_app && flutter build appbundle --flavor prod --dart-define=APP_ENV=production cham dung GradleException signing guard; flutter build apk --flavor dev --debug ra artifact applicationId co suffix .dev; job iOS xanh tren runner macOS","pending","§7 › D6"
"I18N-1","06-i18n-a11y","GD2","viet-lai","P1","S-M","240","","DEC-i18n (decided 2026-07-16: Nhanh A)","","ai","AGENTS.md;flutter_app/test/quality/ (ratchet moi)","DA CHOT NHANH A (vi-VN-only, xem A-Plus-DECISIONS.md): them muc 'Chinh sach ngon ngu: vi-VN-only' vao AGENTS.md — copy tieng Viet inline la hop le, neu ro ly do + duong nang cap gen-l10n sau backend; them ratchet cam hardcode chuoi tieng Anh user-facing MOI (guardrail grep theo van hoa test/quality/). Nhanh B gen-l10n KHONG chon.","diff AGENTS.md co muc chinh sach ngon ngu; cd flutter_app && flutter test test/quality/ (ratchet moi pass; chen thu 1 chuoi tieng Anh user-facing moi -> fail, roi revert)","pending","§6 › I18N-1"
"I18N-2","06-i18n-a11y","GD2","cai-thien","P2","S","241","","","","ai","flutter_app/pubspec.yaml;flutter_app/lib/app/vit_trade_app.dart","Them flutter_localizations; khai bao localizationsDelegates (GlobalMaterial + Cupertino + Widgets), supportedLocales: [Locale('vi')], locale: Locale('vi') trong _VitTradeMaterialApp.build. DOC LAP voi quyet dinh I18N-1 — ke ca vi-VN-only van can de Material widget (date picker, tooltip) noi tieng Viet.","widget test bom showDatePicker/showTimePicker trong VitTradeApp, assert nhan nut theo locale la tieng Viet; cd flutter_app && flutter analyze","pending","§6 › I18N-2"
"FMT-1","06-i18n-a11y","GD2","toi-uu","P2","M","242","DEBT-84","DEC-i18n (decided: phuong an (a))","","ai","flutter_app/lib/shared/utils/currency_formatters.dart;number_formatters.dart;vit_format.dart","DA CHOT phuong an (a): tai lieu hoa 'USD luon hien thi theo quy uoc en-US, so dem/VND theo vi-VN' trong docstring VitFormat + guardrail cam goi thang formatUsd/insertThousandsSeparator ngoai facade vit_format.dart. Bai hoc drift 440dcb06: moi call site phai qua facade. (Phuong an (b) intl NumberFormat chi xet lai neu nang cap gen-l10n sau backend.)","unit test VitFormat.usd/count/compactSuffix voi cac moc so; guardrail import cam goi truc tiep 2 file formatter ngoai vit_format.dart; cd flutter_app && flutter test test/quality/*product_copy*","pending","§6 › FMT-1"
"TEST-HR3","10-kiem-thu","GD2","cai-thien","P1","L","250","ERR-35","","","ai","flutter_app/test/core/product_flow/;flutter_app/test/quality/accessibility_semantics_critical_flows_test.dart (khuon dong 10-24)","Moi contract high-risk: them 1 testWidgets pump route entry qua createAppRouter(initialLocation: contract.entryRoute), assert panel high-risk + control preview/confirm hien thi, toi thieu entry -> preview -> support. Uu tien 6 ho chua tung duoc pump (trade_spot, trade_margin_futures, trade_bots, trade_copy, earn_savings_staking, launchpad_token_access). Dung HighRiskFlowBindings.findByRoute lay route chuan.","cd flutter_app && flutter test test/core/product_flow test/quality/accessibility_semantics_critical_flows_test.dart","pending","§10 › HR-3"
"TEST-HR4","10-kiem-thu","GD2","cai-thien","P1","L","255","","","","ai","flutter_app/test/features/{launchpad,trade_bots,trade_copy,trade_terminal,rewards,...}/data/ (21/28 feature thieu)","Moi feature tai chinh thieu: tao test/features/<f>/data/mock_<f>_repository_test.dart canh getter repository tra dung snapshot, bat bien so/chuoi, propagation highRiskContractId neu co. Khuon: test/features/p2p/data/mock_p2p_repository_orders_test.dart va markets/data/mock_market_repository_logic_test.dart. Uu tien feature co contract high-risk truoc; lam theo lo 2-3 feature/batch.","cd flutter_app && flutter test test/features; doi chieu moi feature tai chinh da co thu muc test/features/*/data/","pending","§10 › HR-4"
"TEST-HR6","10-kiem-thu","GD3","cai-thien","P2","L","300","","","","ai","flutter_app/test/features/{trade,wallet,p2p,earn}/golden/ (moi);.github/workflows/flutter-ci.yml (buoc golden)","Them golden test cho it nhat trade, wallet, p2p, earn theo khuon test/features/home/golden/home_page_golden_test.dart (pump trang chinh, matchesGoldenFile); chot kich thuoc thiet bi nhat quan de golden on dinh; mo rong buoc CI golden (canh dong 130-131) thanh test/features/*/golden/.","cd flutter_app && flutter test test/features/wallet/golden test/features/trade/golden ... (khoi tao bang --update-goldens lan dau)","pending","§10 › HR-6"
"TEST-HR7","10-kiem-thu","GD3","toi-uu","P2","S","305","","","","ai","flutter_app/test/features/trade_core/trade_copy_controller_test.dart -> test/features/trade_copy/;trade_risk_order_controller_test.dart -> test/features/trade_terminal/","Chuyen 2 file test ve dung module so huu symbol, doi import tro truc tiep module thay vi barrel trade_core/.../trade_controller.dart (giam phu thuoc vong). Khong doi noi dung assert. GHI CHU: co the keo len lam TRUOC ARCH-A1 (thu tu trong chieu 10 xep ngay sau HR-1) vi giup go phu thuoc barrel.","cd flutter_app && flutter test test/features/trade_copy test/features/trade_terminal (pass sau khi chuyen + sua import)","pending","§10 › HR-7"
"TEST-HR8","10-kiem-thu","GD3","toi-uu","P3","S","306","","","","ai","flutter_app/test/shared/widgets/vit_shared_widgets_test.dart (1653 dong) + 6 file test >400 dong khac","Tach vit_shared_widgets_test.dart theo nhom widget (moi nhom 1 file vit_<widget>_test.dart); guardrail test lon can nhac tach theo domain da audit. Khong doi assert, chi to chuc lai. (2 file fixtures lon khong can tach.)","cd flutter_app && flutter test test/shared/widgets test/quality (so test khong doi truoc/sau)","pending","§10 › HR-8"
"PERF-HN3","05-hieu-nang","GD3","viet-lai","P2","L","310","PERF-HN2","","","ai","flutter_app/lib/features/markets/.../market_list_page.dart;predictions_home_events.dart;predictions_home_highlights.dart","Voi surface co list dai khi backend that: chuyen sang CustomScrollView + SliverList.builder hoac ListView.builder (+ itemExtent khi co the, cacheExtent khi profiling co loi). GIU .take(n) cho preview co y ngan (vd 3 vi the o hub); list chinh (MarketListPairList) phai lazy. Khong dung list bounded co y trong card. Guardrail canh bao Column/spread .map tren nguon list tang truong.","scroll benchmark (PERF-HN2) chung minh so widget dung doc lap voi do dai data; cd flutter_app && flutter test test/quality/","pending","§5 › HN-3"
"PERF-HN5","05-hieu-nang","GD3","toi-uu","P3","M","311","PERF-HN2","","","ai","flutter_app/lib/.../advanced_chart_painter.dart;nhom painter analytics nang (prediction_advanced_chart_*, bot_*_painters)","Hoist _expandedCandles + moving averages ra khoi paint() (tinh 1 lan khi data doi, truyen vao painter hoac cache theo input); boc CustomPaint chart bang RepaintBoundary; shouldRepaint so sanh gia tri (do dai + reference on dinh) thay vi identity !=. Ap cung nguyen tac cho nhom painter nang khac.","guardrail dem CustomPaint khong co RepaintBoundary to tien (grep-based, nguong giam dan); benchmark repaint (PERF-HN2) voi data tinh + cha rebuild; cd flutter_app && flutter test test/quality/","pending","§5 › HN-5"
"PERF-HN6","05-hieu-nang","GD3","cai-thien","P3","S","312","","","","ai","flutter_app/analysis_options.yaml","Bat prefer_const_constructors, prefer_const_constructors_in_immutables, prefer_const_literals_to_create_immutables trong linter.rules; va cac vi pham phat sinh (diff huu han vi nhieu cho da const).","cd flutter_app && flutter analyze sach sau khi va; CI fail neu thieu const","pending","§5 › HN-6"
"PERF-HN7","05-hieu-nang","GD3","cai-thien","P2","S","313","","","","ai","flutter_app/test/quality/scroll_physics_guardrail_test.dart (mo rong)","Guardrail: moi shrinkWrap: true phai di cung physics: NeverScrollableScrollPhysics() (hoac nam trong allowlist co chu thich); fail neu xuat hien shrinkWrap:true tren scrollable long cuon duoc. KHONG refactor 64 cho hien tai (chung dung) — chi khoa bat bien.","cd flutter_app && flutter test test/quality/scroll_physics_guardrail_test.dart","pending","§5 › HN-7"
"ARCH-A3","01-kien-truc","GD3","toi-uu","P2","M","320","","","","ai","flutter_app/lib/app/router/app_route_names.dart (480 dong);app_route_paths.dart (549 dong);app/router/route_groups/*.dart (21 file)","Tach hang so theo cung ranh gioi voi route_groups/: dua scNNN name + path cua moi nhom vao chinh file route_groups/<feature>_routes.dart (hoac <feature>_route_ids.dart canh no); giu AppRouteNames/AppRoutePaths lam facade re-export de khong pha call-site. Lam dan tung nhom de tranh churn lon.","cd flutter_app && flutter test test/quality/route_coverage_guardrails_test.dart && flutter test test/app/router (khong roi route) && flutter analyze","pending","§1 › A3"
"ARCH-A4","01-kien-truc","GD3","cai-thien","P2","S","321","","","","ai","AGENTS.md;flutter_app/test/quality/architecture_baseline_guardrails_test.dart","Chot 1 quy uoc part-file trong AGENTS.md (de xuat: *_part_NN.dart cho tach co hoc tam thoi — von la 'no co theo doi'; ten vai tro _sections/_common cho part on dinh tai dung). Bo sung assert chan part-file co suffix ngoai whitelist moi. KHONG doi hang loat ngay — chi chan phat sinh moi roi migrate dan.","cd flutter_app && flutter test test/quality/architecture_baseline_guardrails_test.dart (assert moi); grep liet ke suffix part-file con lai; flutter analyze","pending","§1 › A4"
"DEBT-85","08-no-code","GD3","toi-uu","P2","S","330","","","","ai","7 file co class _SectionLabel: trade_copy/performance_attribution_common;p2p_payment_method_add_page_sections;p2p_settings_hours_common;p2p_create_ad_page_sections;earn/staking_risk_disclosure_assessment_common;arena_flow_map_qa;arena_leaderboard_body","Thay tung ban _SectionLabel bang VitSectionHeader(title:..., variant: accentBar, density: compact) roi xoa lop cuc bo. Doi chieu marker size/line-height truoc khi thay — neu ban cuc bo dung token rieng khac VitSectionHeader, xac nhan lech pixel chap nhan duoc hoac mo tham so density.","grep 'class _SectionLabel' flutter_app/lib = 0; cd flutter_app && flutter analyze; doi chieu anh truoc/sau o man dai dien","pending","§8 › 8.5"
"DEBT-86","08-no-code","GD3","toi-uu","P2","M","331","DEBT-85","","","ai","flutter_app/tool/duplicate_private_widget_audit.dart (moi)","Viet tool --check liet ke ten private class trung >=3 lan (203 ten / ~965 dinh nghia), doi chieu voi danh muc lib/shared/widgets/, whitelist ten hop le (part-local, _State, painter). Chi dua vao dien dedup lop co ban shared tuong duong ve render; xuat manifest CSV nhu cac audit khac. Dedup theo dot nho, moi dot 1 ho widget.","cd flutter_app && dart run tool/duplicate_private_widget_audit.dart --check (baseline dong bang, chi giam khong tang); flutter analyze","pending","§8 › 8.6"
"DEBT-87","08-no-code","GD3","cai-thien","P2","S","332","","","","ai","flutter_app/lib/features/earn/data/fixtures/mock_earn_repository.dart (+ cac ho mock lon tuong tu);docs/02_FLUTTER_MIGRATION/","(a) Doc comment dau mock_earn_repository.dart: 'lop fixture mock, se duoc thay bang repository backend; khong refactor cau truc, khong them logic hien thi'. (b) Ghi muc 'god-family mock chap nhan duoc' vao docs. (c) Dong bang bang baseline dem file/dong fixtures de mock khong phinh them ngoai du kien.","review doc; baseline count file trong fixtures/ khong tang bat thuong giua cac PR","pending","§8 › 8.7"
"DEBT-88","08-no-code","GD3","toi-uu","P3","S","333","","","","ai","flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page_part_02.dart (_AdvancedSettings.build ~225 dong)","Tach cac cum UI lon trong build thanh private widget/helper (nhom slider nguong, nhom toggle, nhom nut hanh dong), moi phan <60 dong. Khong doi hanh vi/layout, chi trich xuat.","cd flutter_app && flutter analyze; doi chieu anh trang DCA rebalance config truoc/sau; do dai build sau tach <100 dong","pending","§8 › 8.8"
"DEBT-89","08-no-code","GD3","toi-uu","P3","M","334","","","","ai","flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart (2261 dong / 1023 const)","Tach TradeSpacingTokens theo man/khu vuc bang part-file (trade_spacing_tokens_hub.part.dart, ..._futures.part.dart, ...) giu nguyen ten class va ten hang de khong vo call site. Lam SAU khi guardrail spacing_token_duplication on dinh de tach khong tao trung moi.","cd flutter_app && dart run tool/spacing_token_duplication_audit.dart --check && flutter analyze (khong call site nao gay)","pending","§8 › 8.9"
"SEC-S42","04-bao-mat","GD3","cai-thien","P2","S","340","","","","ai","flutter_app/test/quality/product_copy_guardrails_test.dart;product_copy_guardrail_test_utils.dart","Boc asciiFold() cho nguon o ca 3 test (dong 35-50, 52-78, 91-129) va mo rong bo regex cam them stem tieng Viet da fold ASCII: vi, loi nhuan, rut tien, tien mat, dat cuoc, thang/thua... Giu nguyen danh sach file muc tieu Arena; khong doi copy san pham.","cd flutter_app && flutter test test/quality/product_copy_guardrails_test.dart; chen thu 1 dong copy 'rut tien' vao 1 page Arena -> test phai fail, roi revert","pending","§4 › S4.2"
"SEC-S45","04-bao-mat","GD3","viet-lai","P3 (P2 route tai chinh)","M","341","","","","ai","flutter_app/lib/app/router/route_groups/p2p_routes.dart (uu tien);arena_routes.dart;predictions_routes.dart;earn_routes.dart;dca_routes.dart;helper requireParam (moi)","Thay pattern ?? '<demo>' (sample/p2p001/mc001/ch003/pred-1/prop001/config001...): param bat buoc thieu/khong parse duoc -> dieu huong man loi/NotFound (hoac errorBuilder cua router) thay vi id mau. Thong nhat helper requireParam(state, key) dung lai. Uu tien P2 cho nhom luong tai chinh P2P (dispute/ad/method/claim).","cd flutter_app && flutter test test/app/router; them test dieu huong route dispute voi param rong/khong hop le -> assert ra trang loi, khong phai entity 'sample'","pending","§4 › S4.5"
"SEC-S46","04-bao-mat","GD3","cai-thien","P3","M","342","","","","ai","flutter_app/lib/core/network/api_client.dart;flutter_app/test/core/network/api_client_test.dart (moi)","Bo sung khung (chua can bat): danh sach interceptor co cho auth-token + error-mapping (DioException -> loi domain, lam nen cho idiom async ERR-35) + diem cam badCertificateCallback/pinning tren adapter voi co bat theo AppConfig/moi truong. Giu constructor test-injectable Dio? dio.","cd flutter_app && flutter analyze && flutter test test/core/network/api_client_test.dart (kiem interceptor noi dung thu tu, pinning kich hoat khi co bat)","pending","§4 › S4.6"
"A11Y-5","06-i18n-a11y","GD3","cai-thien","P2","M","345","","","","ai","docs/02_FLUTTER_MIGRATION/ (trang tai lieu tuong phan moi);flutter_app/test/quality/color_contrast_guardrail_test.dart (moi);flutter_app/lib/app/theme/app_colors.dart (doc)","Viet trang tai lieu tuong phan liet ke tung cap foreground/background chinh + ti le WCAG; them test tinh tuong phan tu luminance cua Color: assert text1/text2 >= 4.5:1, text phu/lon >= 3:1 so voi bg/surface. Chua can light theme o giai doan mock.","cd flutter_app && flutter test test/quality/color_contrast_guardrail_test.dart","pending","§6 › A11Y-5"
"DOC-D5","09-tai-lieu","GD3","cai-thien","P2","S","350","DOC-D1","","","ai","AGENTS.md:7;docs/INDEX.md;flutter_app/test/quality/ops_metadata_guardrails_test.dart","Cap nhat Last Updated cua AGENTS.md khi noi dung doi; them truong Last Updated vao dau docs/INDEX.md. Guardrail parse dong Last Updated cua cac contract top-level (AGENTS.md, INDEX.md, AI_EXECUTION_CONTRACT.md), fail neu qua nguong (vd >90 ngay) — canh bao staleness, khong khoa cung theo ngay build.","cd flutter_app && flutter test test/quality/ops_metadata_guardrails_test.dart (do khi Last Updated vuot nguong)","pending","§9 › D5"
"DOC-D6","09-tai-lieu","GD3","cai-thien","P2","M","351","","","","human+ai","CONTRIBUTING.md (moi, root);SECURITY.md (moi);LICENSE (moi)","Them CONTRIBUTING.md (tham chieu quy trinh verify: flutter test test/quality/..., dart run tool/*_audit.dart --check), SECURITY.md (kenh bao lo hong — ghi ro app dang mock-data), LICENSE (chon license hoac ghi ro proprietary — quyet dinh cua nguoi). Phan CODEOWNERS da xu ly o CI-D5.","ls CONTRIBUTING.md LICENSE SECURITY.md; guardrail don gian assert 3 file ton tai","pending","§9 › D6"
"DOC-D4","09-tai-lieu","GD3","cai-thien","P2","M","352","","","","ai","docs/05_ARCHITECTURE/decisions/ (moi: README.md + 0000-template.md + ADR backfill)","Tao he ADR (MADR toi gian: Context · Decision · Consequences · Status) + template. Backfill ADR cho quyet dinh P0/P1 da co: tach Trade family (6da5cfc3), chuan hoa design system (0e92fe00), path canonical (DOC-D3), idiom async (ERR-35), quyet dinh i18n (I18N-1). Them muc Architecture trong docs/INDEX.md tro toi decisions/.","review: moi quyet dinh kien truc P0/P1 trong 6 thang gan nhat co dung 1 ADR theo template (co the them guardrail assert du heading)","pending","§9 › D4"
"DOC-D7","09-tai-lieu","GD3","cai-thien","P2","L","353","","","","ai","flutter_app/analysis_options.yaml (hoac per-directory);flutter_app/lib/**/domain/repositories/;domain/entities/;flutter_app/lib/shared/","Backfill dartdoc TRUOC cho domain/repositories + domain/entities (contract tai chinh) va lib/shared/ (widget Vit*); sau do bat public_member_api_docs theo scope (analysis_options per-directory, hoac rule o root + ignore_for_file vung chua backfill). Dat muc error cho shared/ va domain/ de CI chan.","cd flutter_app && flutter analyze (khong con warning public_member_api_docs trong shared/ + domain/); co the them buoc nay vao khoi vt-verify","pending","§9 › D7"
