"id","path","area","feature","layer","kind","lines","soft_limit","hard_limit","threshold_bucket","priority","required_action","split_direction","verification","status","notes"
"FEG01303","lib/features/profile/presentation/widgets/device_management_page_common.dart","lib","profile","presentation/widgets","presentation_widget","178","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01304","lib/features/profile/presentation/widgets/device_management_page_sections.dart","lib","profile","presentation/widgets","presentation_widget","378","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01305","lib/features/profile/presentation/widgets/kyc_details_privacy.dart","lib","profile","presentation/widgets","presentation_widget","119","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01306","lib/features/profile/presentation/widgets/kyc_status_levels.dart","lib","profile","presentation/widgets","presentation_widget","316","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01307","lib/features/profile/presentation/widgets/profile_api_key_create_form.dart","lib","profile","presentation/widgets","presentation_widget","474","400","600","soft_review","P1","SOFT_REVIEW_WIDGET: split if this file contains multiple independent sections, cards, forms, or list families; keep cohesive widgets documented.","Split into lib/features/profile/presentation/widgets/<base>_<section>.dart files after symbol-boundary scan.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01308","lib/features/profile/presentation/widgets/profile_api_key_create_result.dart","lib","profile","presentation/widgets","presentation_widget","376","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01309","lib/features/profile/presentation/widgets/profile_home_arena_stats.dart","lib","profile","presentation/widgets","presentation_widget","193","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01310","lib/features/profile/presentation/widgets/profile_home_hero.dart","lib","profile","presentation/widgets","presentation_widget","251","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01311","lib/features/profile/presentation/widgets/profile_home_menu_actions.dart","lib","profile","presentation/widgets","presentation_widget","233","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01312","lib/features/profile/presentation/widgets/profile_home_vip_prediction.dart","lib","profile","presentation/widgets","presentation_widget","194","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01313","lib/features/profile/presentation/widgets/profile_sub_account_cards.dart","lib","profile","presentation/widgets","presentation_widget","148","400","600","under_soft_target","P3","AUDIT_ONLY: split completed in EClean-01; keep as SubAccountPage account card part file.","No further extraction expected unless sub-account card composition grows above widget soft limit.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","split_done","2026-06-01 EClean-01: split from 560 to 148 lines. New details, primitives, and formatter part files added under profile presentation/widgets. Focused profile tests, analyze, and architecture guardrail passed."
"FEG01314","lib/features/profile/presentation/widgets/profile_sub_account_create.dart","lib","profile","presentation/widgets","presentation_widget","219","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01315","lib/features/profile/presentation/widgets/profile_sub_account_summary.dart","lib","profile","presentation/widgets","presentation_widget","181","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01316","lib/features/profile/presentation/widgets/profile_vip_benefits.dart","lib","profile","presentation/widgets","presentation_widget","385","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01317","lib/features/profile/presentation/widgets/profile_vip_hero.dart","lib","profile","presentation/widgets","presentation_widget","204","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01318","lib/features/profile/presentation/widgets/profile_vip_overview.dart","lib","profile","presentation/widgets","presentation_widget","406","400","600","soft_review","P1","SOFT_REVIEW_WIDGET: split if this file contains multiple independent sections, cards, forms, or list families; keep cohesive widgets documented.","Split into lib/features/profile/presentation/widgets/<base>_<section>.dart files after symbol-boundary scan.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01319","lib/features/profile/presentation/widgets/security_page_common.dart","lib","profile","presentation/widgets","presentation_widget","139","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01320","lib/features/profile/presentation/widgets/security_page_sections.dart","lib","profile","presentation/widgets","presentation_widget","364","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01321","lib/features/profile/presentation/widgets/settings_page_common.dart","lib","profile","presentation/widgets","presentation_widget","79","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01322","lib/features/profile/presentation/widgets/settings_page_sections.dart","lib","profile","presentation/widgets","presentation_widget","368","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01323","lib/features/profile/presentation/widgets/vip_history_widgets.dart","lib","profile","presentation/widgets","presentation_widget","109","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/profile --reporter=compact; flutter test test/quality/accessibility_semantics_critical_flows_test.dart --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01324","lib/features/referral/data/providers/referral_repository_provider.dart","lib","referral","data/providers","other_dart","7","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01325","lib/features/referral/data/referral_repository.dart","lib","referral","other","other_dart","4","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01326","lib/features/referral/data/repositories/mock_referral_repository.dart","lib","referral","data/repositories","data_repository","327","400","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01327","lib/features/referral/data/repositories/mock_referral_repository_campaign_fixtures.dart","lib","referral","data/repositories","data_repository","119","400","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01328","lib/features/referral/data/repositories/mock_referral_repository_overview_fixtures.dart","lib","referral","data/repositories","data_repository","103","400","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01329","lib/features/referral/data/repositories/mock_referral_repository_reward_fixtures.dart","lib","referral","data/repositories","data_repository","242","400","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01330","lib/features/referral/data/repositories/mock_referral_repository_social_fixtures.dart","lib","referral","data/repositories","data_repository","168","400","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01331","lib/features/referral/domain/entities/referral_entities.dart","lib","referral","domain/entities","domain_entity","552","500","800","soft_review","P2","DOCUMENTED_EXCEPTION: EClean-18 domain boundary audit completed; keep Referral entity file below hard limit until referral campaign, invite, reward, analytics, or dispute contracts require a semantic split.","Future split must be by Referral domain meaning: campaign, invite, friend, reward, history, analytics, rules, dispute, or export. Do not split mechanically for line count only.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","exception_documented","2026-06-01 EClean-18: reviewed by Markets/Predictions/Referral domain entity boundary audit. Single Referral bounded-context entity file preserved; no Dart source edit required."
"FEG01332","lib/features/referral/domain/repositories/referral_repository.dart","lib","referral","domain/repositories","domain_repository","20","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01333","lib/features/referral/presentation/controllers/referral_controller.dart","lib","referral","presentation/controllers","controller","43","350","500","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01334","lib/features/referral/presentation/pages/referral_friend_detail_page.dart","lib","referral","presentation/pages","presentation_page","119","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01335","lib/features/referral/presentation/pages/referral_history_page.dart","lib","referral","presentation/pages","presentation_page","160","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01336","lib/features/referral/presentation/pages/referral_home_page.dart","lib","referral","presentation/pages","presentation_page","214","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01337","lib/features/referral/presentation/pages/referral_home_page_part_01.dart","lib","referral","presentation/pages","presentation_page_part","509","500","600","soft_review","P2","SOFT_REVIEW_PAGE_PART: inspect private widget clusters; reduce page-part debt only when extraction to public widgets is cleaner than keeping private parts; never create nested Dart parts.","Extract reusable visual clusters to lib/features/referral/presentation/widgets/ with public package imports, or document cohesive/private-boundary exception.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01338","lib/features/referral/presentation/pages/referral_home_page_part_02.dart","lib","referral","presentation/pages","presentation_page_part","523","500","600","soft_review","P2","SOFT_REVIEW_PAGE_PART: inspect private widget clusters; reduce page-part debt only when extraction to public widgets is cleaner than keeping private parts; never create nested Dart parts.","Extract reusable visual clusters to lib/features/referral/presentation/widgets/ with public package imports, or document cohesive/private-boundary exception.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01339","lib/features/referral/presentation/pages/referral_home_page_part_03.dart","lib","referral","presentation/pages","presentation_page_part","544","500","600","soft_review","P2","SOFT_REVIEW_PAGE_PART: inspect private widget clusters; reduce page-part debt only when extraction to public widgets is cleaner than keeping private parts; never create nested Dart parts.","Extract reusable visual clusters to lib/features/referral/presentation/widgets/ with public package imports, or document cohesive/private-boundary exception.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01340","lib/features/referral/presentation/pages/referral_home_page_part_04.dart","lib","referral","presentation/pages","presentation_page_part","354","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01341","lib/features/referral/presentation/pages/referral_rewards_page.dart","lib","referral","presentation/pages","presentation_page","48","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01342","lib/features/referral/presentation/pages/referral_rewards_page_part_01.dart","lib","referral","presentation/pages","presentation_page_part","503","500","600","soft_review","P2","SOFT_REVIEW_PAGE_PART: inspect private widget clusters; reduce page-part debt only when extraction to public widgets is cleaner than keeping private parts; never create nested Dart parts.","Extract reusable visual clusters to lib/features/referral/presentation/widgets/ with public package imports, or document cohesive/private-boundary exception.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01343","lib/features/referral/presentation/pages/referral_rewards_page_part_02.dart","lib","referral","presentation/pages","presentation_page_part","461","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01344","lib/features/referral/presentation/pages/referral_rewards_page_part_03.dart","lib","referral","presentation/pages","presentation_page_part","272","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01345","lib/features/referral/presentation/pages/referral_rules_page.dart","lib","referral","presentation/pages","presentation_page","136","500","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01346","lib/features/referral/presentation/widgets/referral_history_page_common.dart","lib","referral","presentation/widgets","presentation_widget","325","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01347","lib/features/referral/presentation/widgets/referral_history_page_sections.dart","lib","referral","presentation/widgets","presentation_widget","209","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","dart format --output=none --set-exit-if-changed .; flutter analyze; flutter test --reporter=compact","pending_audit","2026-06-01 final completion audit: formatted by dart format and line count refreshed; under soft target."
"FEG01348","lib/features/referral/presentation/widgets/referral_rules_page_common.dart","lib","referral","presentation/widgets","presentation_widget","201","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/features/referral --reporter=compact; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01349","lib/features/referral/presentation/widgets/referral_rules_page_sections.dart","lib","referral","presentation/widgets","presentation_widget","326","400","600","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","dart format --output=none --set-exit-if-changed .; flutter analyze; flutter test --reporter=compact","pending_audit","2026-06-01 final completion audit: formatted by dart format and line count refreshed; under soft target."
"FEG01350","lib/features/rewards/data/providers/rewards_repository_provider.dart","lib","rewards","data/providers","other_dart","7","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01351","lib/features/rewards/data/repositories/mock_rewards_repository.dart","lib","rewards","data/repositories","data_repository","424","400","900","soft_review","P2","SOFT_REVIEW_REPOSITORY: keep public repository API stable; split static fixtures before logic; preserve fail-closed behavior.","Move cohesive fixture groups to lib/features/rewards/data/repositories/ or data/fixtures part files; leave fail-closed policy cohesive unless clear helper boundary exists.","flutter analyze; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01352","lib/features/rewards/data/rewards_repository.dart","lib","rewards","other","other_dart","4","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01353","lib/features/rewards/domain/entities/rewards_entities.dart","lib","rewards","domain/entities","domain_entity","167","500","800","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01354","lib/features/rewards/domain/repositories/rewards_repository.dart","lib","rewards","domain/repositories","domain_repository","5","0","900","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
"FEG01355","lib/features/rewards/presentation/controllers/rewards_controller.dart","lib","rewards","presentation/controllers","controller","16","350","500","under_soft_target","P3","AUDIT_ONLY: no split expected; if touched, preserve behavior, use package imports, avoid features/*/data in presentation, avoid runtime Colors.*, format, and run relevant tests.","No extraction expected. Keep cohesive unless a future change exposes mixed responsibilities.","flutter analyze; flutter test test/quality/architecture_baseline_guardrails_test.dart --reporter=compact","pending_audit","generated_2026-06-01"
