product_area,technical_module,capability,flow,sc,route_name,path,widget,file,router_group
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations",P2P insurance fund,SC-241,sc241P2PInsurancePolicy,/p2p/insurance/policy,P2PInsurancePolicyPage,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_policy_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations",P2P insurance fund,SC-242,sc242P2PContributionHistory,/p2p/insurance/contribution-history,P2PContributionHistoryPage,flutter_app/lib/features/p2p/presentation/pages/p2p_contribution_history_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations",P2P insurance fund,SC-243,sc243P2PClaimDetail,/p2p/insurance/claim/:claimId,P2PClaimDetailPage,flutter_app/lib/features/p2p/presentation/pages/p2p_claim_detail_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations",P2P insurance fund,SC-244,sc244P2PInsuranceFundAlias,/p2p/insurance-fund,P2PInsuranceFundPage,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_fund_page.dart,p2p_routes.dart
P2P Trading,p2p,P2P Trading,P2P escrow and balance,SC-245,sc245P2PEscrowBalance,/p2p/escrow/balance,P2PEscrowBalancePage,flutter_app/lib/features/p2p/presentation/pages/p2p_escrow_balance_page.dart,p2p_routes.dart
P2P Trading,p2p,P2P Trading,P2P escrow and balance,SC-246,sc246P2PEscrowDetail,/p2p/escrow/:orderId,P2PEscrowDetailPage,flutter_app/lib/features/p2p/presentation/pages/p2p_escrow_detail_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Trust, Security and Payment Methods",P2P KYC and verification,SC-247,sc247P2PKycRequirements,/p2p/kyc/requirements,P2PKycRequirementsPage,flutter_app/lib/features/p2p/presentation/pages/p2p_kyc_requirements_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Trust, Security and Payment Methods",P2P KYC and verification,SC-248,sc248P2PKycStatus,/p2p/kyc/status,P2PKycStatusPage,flutter_app/lib/features/p2p/presentation/pages/p2p_kyc_status_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Trust, Security and Payment Methods",P2P KYC and verification,SC-249,sc249P2PIdentityVerification,/p2p/kyc/identity,P2PIdentityVerificationPage,flutter_app/lib/features/p2p/presentation/pages/p2p_identity_verification_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Trust, Security and Payment Methods",P2P KYC and verification,SC-250,sc250P2PAddressProof,/p2p/kyc/address,P2PAddressProofPage,flutter_app/lib/features/p2p/presentation/pages/p2p_address_proof_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Trust, Security and Payment Methods",P2P KYC and verification,SC-251,sc251P2PSelfieVerification,/p2p/kyc/selfie,P2PSelfieVerificationPage,flutter_app/lib/features/p2p/presentation/pages/p2p_selfie_verification_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Trust, Security and Payment Methods",P2P KYC and verification,SC-252,sc252P2PVideoVerification,/p2p/kyc/video,P2PVideoVerificationPage,flutter_app/lib/features/p2p/presentation/pages/p2p_video_verification_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Trust, Security and Payment Methods",P2P account security,SC-253,sc253P2PSecurityCenter,/p2p/security/center,P2PSecurityCenterPage,flutter_app/lib/features/p2p/presentation/pages/p2p_security_center_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Trust, Security and Payment Methods",P2P account security,SC-254,sc254P2P2FASettings,/p2p/security/2fa,P2P2FASettingsPage,flutter_app/lib/features/p2p/presentation/pages/p2p_2fa_settings_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Trust, Security and Payment Methods",P2P account security,SC-255,sc255P2PDeviceManagement,/p2p/security/devices,P2PDeviceManagementPage,flutter_app/lib/features/p2p/presentation/pages/p2p_device_management_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Trust, Security and Payment Methods",P2P account security,SC-256,sc256P2PAntiPhishingCode,/p2p/security/anti-phishing,P2PAntiPhishingCodePage,flutter_app/lib/features/p2p/presentation/pages/p2p_anti_phishing_code_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Trust, Security and Payment Methods",P2P account security,SC-257,sc257P2PLoginHistory,/p2p/security/login-history,P2PLoginHistoryPage,flutter_app/lib/features/p2p/presentation/pages/p2p_login_history_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Trust, Security and Payment Methods",P2P account security,SC-258,sc258P2PSuspiciousActivity,/p2p/security/suspicious-activity,P2PSuspiciousActivityPage,flutter_app/lib/features/p2p/presentation/pages/p2p_suspicious_activity_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P wallet, dashboard and safety tools",SC-259,sc259P2PE2EInfo,/p2p/e2e-info,P2PE2EInfoPage,flutter_app/lib/features/p2p/presentation/pages/p2p_e2e_info_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P wallet, dashboard and safety tools",SC-260,sc260P2PFraudPrevention,/p2p/fraud-prevention,P2PFraudPreventionPage,flutter_app/lib/features/p2p/presentation/pages/p2p_fraud_prevention_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P wallet, dashboard and safety tools",SC-261,sc261P2PWalletTransfer,/p2p/wallet/transfer,P2PWalletTransferPage,flutter_app/lib/features/p2p/presentation/pages/p2p_wallet_transfer_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P compliance, limits and tax",SC-262,sc262P2PFundLockHistory,/p2p/wallet/fund-lock-history,P2PFundLockHistoryPage,flutter_app/lib/features/p2p/presentation/pages/p2p_fund_lock_history_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P compliance, limits and tax",SC-263,sc263P2PWalletHistoryAlias,/p2p/wallet/history,P2PFundLockHistoryPage,flutter_app/lib/features/p2p/presentation/pages/p2p_fund_lock_history_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P compliance, limits and tax",SC-264,sc264P2PWallet,/p2p/wallet,P2PWalletPage,flutter_app/lib/features/p2p/presentation/pages/p2p_wallet_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P compliance, limits and tax",SC-265,sc265P2PLimitTracker,/p2p/limits/tracker,P2PLimitTrackerPage,flutter_app/lib/features/p2p/presentation/pages/p2p_limit_tracker_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P compliance, limits and tax",SC-266,sc266P2PTransactionLimits,/p2p/limits,P2PTransactionLimitsPage,flutter_app/lib/features/p2p/presentation/pages/p2p_transaction_limits_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P compliance, limits and tax",SC-267,sc267P2PComplianceOverview,/p2p/compliance/overview,P2PComplianceOverviewPage,flutter_app/lib/features/p2p/presentation/pages/p2p_compliance_overview_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P compliance, limits and tax",SC-268,sc268P2PAmlScreening,/p2p/compliance/aml-screening,P2PAmlScreeningPage,flutter_app/lib/features/p2p/presentation/pages/p2p_aml_screening_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P wallet, dashboard and safety tools",SC-269,sc269P2PSourceOfFunds,/p2p/compliance/source-of-funds,P2PSourceOfFundsPage,flutter_app/lib/features/p2p/presentation/pages/p2p_source_of_funds_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P wallet, dashboard and safety tools",SC-270,sc270P2PLargeTransaction,/p2p/compliance/large-transaction,P2PLargeTransactionJustificationPage,flutter_app/lib/features/p2p/presentation/pages/p2p_large_transaction_justification_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P wallet, dashboard and safety tools",SC-271,sc271P2PRiskAssessment,/p2p/compliance/risk-assessment,P2PRiskAssessmentPage,flutter_app/lib/features/p2p/presentation/pages/p2p_risk_assessment_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P wallet, dashboard and safety tools",SC-272,sc272P2PTaxReporting,/p2p/tax-reporting,P2PTaxReportingPage,flutter_app/lib/features/p2p/presentation/pages/p2p_tax_reporting_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P wallet, dashboard and safety tools",SC-273,sc273P2POrderBook,/p2p/order-book,P2POrderBookPage,flutter_app/lib/features/p2p/presentation/pages/p2p_order_book_page.dart,p2p_routes.dart
P2P Trading,p2p,P2P Merchant Operations,"P2P ads, merchant and reputation operations",SC-274,sc274P2PDashboard,/p2p/dashboard,P2PDashboardPage,flutter_app/lib/features/p2p/presentation/pages/p2p_dashboard_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P wallet, dashboard and safety tools",SC-275,sc275P2PAchievements,/p2p/achievements,P2PAchievementsPage,flutter_app/lib/features/p2p/presentation/pages/p2p_achievements_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P wallet, dashboard and safety tools",SC-276,sc276P2PBlacklistAdd,/p2p/blacklist/add,P2PBlacklistAddPage,flutter_app/lib/features/p2p/presentation/pages/p2p_blacklist_add_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P wallet, dashboard and safety tools",SC-277,sc277P2PBlacklist,/p2p/blacklist,P2PBlacklistPage,flutter_app/lib/features/p2p/presentation/pages/p2p_blacklist_page.dart,p2p_routes.dart
P2P Trading,p2p,P2P Merchant Operations,"P2P ads, merchant and reputation operations",SC-278,sc278P2PNotificationsSettings,/p2p/settings/notifications,P2PNotificationsSettingsPage,flutter_app/lib/features/p2p/presentation/pages/p2p_notifications_settings_page.dart,p2p_routes.dart
P2P Trading,p2p,P2P Merchant Operations,"P2P ads, merchant and reputation operations",SC-279,sc279P2PSettings,/p2p/settings,P2PSettingsPage,flutter_app/lib/features/p2p/presentation/pages/p2p_settings_page.dart,p2p_routes.dart
P2P Trading,p2p,P2P Merchant Operations,"P2P ads, merchant and reputation operations",SC-280,sc280P2PGuide,/p2p/guide,P2PGuidePage,flutter_app/lib/features/p2p/presentation/pages/p2p_guide_page.dart,p2p_routes.dart
P2P Trading,p2p,P2P Trading Lifecycle,P2P order lifecycle and chat,SC-281,sc281P2PMyOrders,/p2p/my-orders,P2PMyOrdersPage,flutter_app/lib/features/p2p/presentation/pages/p2p_my_orders_page.dart,p2p_routes.dart
P2P Trading,p2p,"P2P Risk, Compliance and Wallet Operations","P2P wallet, dashboard and safety tools",SC-282,sc282P2PHome,/p2p,P2PHomePage,flutter_app/lib/features/p2p/presentation/pages/p2p_home_page.dart,p2p_routes.dart
Home and Discovery,discovery,"Home, Discovery and Notifications",Unified search,SC-283,sc283UnifiedSearch,/search,UnifiedSearchPage,flutter_app/lib/features/discovery/presentation/pages/unified_search_page.dart,utility_routes.dart
Home and Discovery,discovery,"Home, Discovery and Notifications",Topic discovery,SC-284,sc284TopicHub,/topics,TopicHubPage,flutter_app/lib/features/discovery/presentation/pages/topic_hub_page.dart,utility_routes.dart
Home and Discovery,discovery,"Home, Discovery and Notifications",Topic discovery,SC-285,sc285TopicCrypto,/topic/crypto,TopicHubPage,flutter_app/lib/features/discovery/presentation/pages/topic_hub_page.dart,utility_routes.dart
Growth and Rewards,referral,Rewards and Referral,Referral history,SC-286,sc286ReferralHistory,/referral/history,ReferralHistoryPage,flutter_app/lib/features/referral/presentation/pages/referral_history_page.dart,utility_routes.dart
Growth and Rewards,referral,Rewards and Referral,Referral rewards,SC-287,sc287ReferralRewards,/referral/rewards,ReferralRewardsPage,flutter_app/lib/features/referral/presentation/pages/referral_rewards_page.dart,utility_routes.dart
Growth and Rewards,referral,Rewards and Referral,Referral rules,SC-288,sc288ReferralRules,/referral/rules,ReferralRulesPage,flutter_app/lib/features/referral/presentation/pages/referral_rules_page.dart,utility_routes.dart
Growth and Rewards,referral,Rewards and Referral,Referral friend detail,SC-289,sc289ReferralFriendDetail,/referral/friend/:friendId,ReferralFriendDetailPage,flutter_app/lib/features/referral/presentation/pages/referral_friend_detail_page.dart,utility_routes.dart
Growth and Rewards,referral,Rewards and Referral,Referral program home,SC-290,sc290ReferralHome,/referral,ReferralHomePage,flutter_app/lib/features/referral/presentation/pages/referral_home_page.dart,utility_routes.dart
Home and Discovery,notifications,"Home, Discovery and Notifications",Notification center,SC-291,sc291Notifications,/notifications,NotificationsPage,flutter_app/lib/features/notifications/presentation/pages/notifications_page.dart,utility_routes.dart
Support and Service,support,Support and Help,Support ticket center,SC-292,sc292HelpCenter,/support/help,HelpCenterPage,flutter_app/lib/features/support/presentation/pages/help_center_page.dart,support_routes.dart
Support and Service,support,Support and Help,Announcements,SC-293,sc293Announcements,/support/announcements,AnnouncementsPage,flutter_app/lib/features/support/presentation/pages/announcements_page.dart,support_routes.dart
Support and Service,support,Support and Help,Help center,SC-294,sc294Support,/support,SupportPage,flutter_app/lib/features/support/presentation/pages/support_page.dart,support_routes.dart
Launchpad and Token Access,launchpad,Launchpad Portfolio and Staking,"Launchpad overview, portfolio and staking",SC-295,sc295Launchpad,/launchpad,LaunchpadPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Portfolio and Staking,"Launchpad overview, portfolio and staking",SC-296,sc296LaunchpadPortfolio,/launchpad/portfolio,LaunchpadPortfolioPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_portfolio_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Portfolio and Staking,"Launchpad overview, portfolio and staking",SC-297,sc297LaunchpadPerformance,/launchpad/performance,LaunchpadPerformancePage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_performance_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Portfolio and Staking,"Launchpad overview, portfolio and staking",SC-298,sc298LaunchpadStaking,/launchpad/staking,LaunchpadStakingPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_staking_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Participation and Settlement,"Launchpad IDO bridge, contract and receipt flow",SC-299,sc299LaunchpadIdoBridge,/launchpad/idobridge/sample,LaunchpadIdoBridgePage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_ido_bridge_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Participation and Settlement,"Launchpad IDO bridge, contract and receipt flow",SC-300,sc300LaunchpadContract,/launchpad/contract/sample,LaunchpadContractPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_contract_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Participation and Settlement,"Launchpad IDO bridge, contract and receipt flow",SC-301,sc301LaunchpadReceipt,/launchpad/receipt/sub001,LaunchpadReceiptPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_receipt_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Participation and Settlement,Launchpad claim and receipt flow,SC-302,sc302LaunchpadClaimReceipt,/launchpad/claim-receipt/pos001,LaunchpadClaimReceiptPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_claim_receipt_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Participation and Settlement,Launchpad claim and receipt flow,SC-303,sc303LaunchpadBridgeOrder,/launchpad/bridge-order/tx001,LaunchpadBridgeOrderPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_bridge_order_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Participation and Settlement,"Launchpad IDO bridge, contract and receipt flow",SC-304,sc304LaunchpadBatchClaim,/launchpad/batch-claim,LaunchpadBatchClaimPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_batch_claim_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Participation and Settlement,"Launchpad IDO bridge, contract and receipt flow",SC-305,sc305LaunchpadBridgeCompare,/launchpad/bridge-compare,LaunchpadBridgeComparePage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_bridge_compare_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Participation and Settlement,Launchpad claim and receipt flow,SC-306,sc306LaunchpadNotifSound,/launchpad/notif-sound,LaunchpadNotifSoundPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_notif_sound_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Operations and Risk Tools,"Launchpad operations, notifications and address book",SC-307,sc307LaunchpadEventLog,/launchpad/event-log,LaunchpadEventLogPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_event_log_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Operations and Risk Tools,"Launchpad operations, notifications and address book",SC-308,sc308LaunchpadAbiDiff,/launchpad/abi-diff/contract001,LaunchpadAbiDiffPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_abi_diff_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Operations and Risk Tools,"Launchpad operations, notifications and address book",SC-309,sc309LaunchpadAddressBook,/launchpad/address-book,LaunchpadAddressBookPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_address_book_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Operations and Risk Tools,"Launchpad operations, notifications and address book",SC-310,sc310LaunchpadWebhooks,/launchpad/webhooks,LaunchpadWebhooksPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_webhooks_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Operations and Risk Tools,"Launchpad operations, notifications and address book",SC-311,sc311LaunchpadGasTracker,/launchpad/gas-tracker,LaunchpadGasTrackerPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_gas_tracker_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Operations and Risk Tools,"Launchpad execution, automation and risk tools",SC-312,sc312LaunchpadRebalance,/launchpad/rebalance,LaunchpadRebalancePage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_rebalance_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Operations and Risk Tools,"Launchpad execution, automation and risk tools",SC-313,sc313LaunchpadMultisig,/launchpad/multisig,LaunchpadMultisigPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_multisig_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Operations and Risk Tools,"Launchpad execution, automation and risk tools",SC-314,sc314LaunchpadSwapAggregator,/launchpad/swap-aggregator,LaunchpadSwapAggregatorPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_swap_aggregator_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Operations and Risk Tools,"Launchpad execution, automation and risk tools",SC-315,sc315LaunchpadLimitOrders,/launchpad/limit-orders,LaunchpadLimitOrdersPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_limit_orders_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Operations and Risk Tools,"Launchpad execution, automation and risk tools",SC-316,sc316LaunchpadDcaBuilder,/launchpad/dca-builder,LaunchpadDcaBuilderPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_dca_builder_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Operations and Risk Tools,"Launchpad execution, automation and risk tools",SC-317,sc317LaunchpadRiskAnalytics,/launchpad/risk-analytics,LaunchpadRiskAnalyticsPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_risk_analytics_page.dart,launchpad_routes.dart
Launchpad and Token Access,launchpad,Launchpad Operations and Risk Tools,"Launchpad execution, automation and risk tools",SC-318,sc318LaunchpadDetail,/launchpad/sample,LaunchpadDetailPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_detail_page.dart,launchpad_routes.dart
Growth and Rewards,rewards,Rewards and Referral,Rewards hub,SC-319,sc319RewardsHub,/rewards,RewardsHubPage,flutter_app/lib/features/rewards/presentation/pages/rewards_hub_page.dart,utility_routes.dart
Enterprise Operations,enterprise_states,Enterprise Cross-Module Intelligence,Enterprise state patterns,SC-320,sc320EnterpriseStates,/enterprise-states,EnterpriseStatesPage,flutter_app/lib/features/enterprise_states/presentation/pages/enterprise_states_page.dart,utility_routes.dart
Enterprise Operations,cross_module,Enterprise Cross-Module Intelligence,Unified portfolio intelligence,SC-321,sc321UnifiedPortfolio,/unified-portfolio,UnifiedPortfolioDashboard,flutter_app/lib/features/cross_module/presentation/pages/unified_portfolio_dashboard.dart,utility_routes.dart
Enterprise Operations,cross_module,Enterprise Cross-Module Intelligence,Cross-module analytics,SC-322,sc322CrossModuleAnalytics,/cross-module-analytics,CrossModuleAnalytics,flutter_app/lib/features/cross_module/presentation/pages/cross_module_analytics.dart,utility_routes.dart
Enterprise Operations,cross_module,Enterprise Cross-Module Intelligence,Smart alerts,SC-323,sc323SmartAlertCenter,/smart-alerts,SmartAlertCenter,flutter_app/lib/features/cross_module/presentation/pages/smart_alert_center.dart,utility_routes.dart
Enterprise Operations,cross_module,Enterprise Cross-Module Intelligence,Tax reporting,SC-324,sc324TaxReportCenter,/tax-reports,TaxReportCenter,flutter_app/lib/features/cross_module/presentation/pages/tax_report_center.dart,utility_routes.dart
Developer and QA Tooling,dev,Developer and QA Tools,Route QA,SC-325,sc325RouteChecker,/dev/route-checker,RouteChecker,flutter_app/lib/features/dev/presentation/pages/route_checker_page.dart,utility_routes.dart
Developer and QA Tooling,dev,Developer and QA Tools,Performance QA,SC-326,sc326PerformanceMonitor,/dev/performance-monitor,PerformanceMonitor,flutter_app/lib/features/dev/presentation/pages/performance_monitor.dart,utility_routes.dart
Earn and Savings,earn,Staking / Earn,Earn and staking entry,SC-327,sc327StakingEarn,/earn,StakingEarnPage,flutter_app/lib/features/earn/presentation/pages/staking_earn_page.dart,earn_routes.dart
Earn and Savings,earn,Staking / Earn,Earn and staking entry,SC-328,sc328StakingEarnStaking,/earn/staking,StakingEarnPage,flutter_app/lib/features/earn/presentation/pages/staking_earn_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,Savings product and portfolio lifecycle,SC-329,sc329Savings,/earn/savings,SavingsPage,flutter_app/lib/features/earn/presentation/pages/savings_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,Savings product and portfolio lifecycle,SC-330,sc330SavingsProductDetail,/earn/savings/product/sample,SavingsProductDetailPage,flutter_app/lib/features/earn/presentation/pages/savings_product_detail_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,Savings product and portfolio lifecycle,SC-331,sc331SavingsRedeem,/earn/savings/redeem/pos001,SavingsRedeemPage,flutter_app/lib/features/earn/presentation/pages/savings_redeem_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,Savings product and portfolio lifecycle,SC-332,sc332SavingsReceipt,/earn/savings/receipt,SavingsReceiptPage,flutter_app/lib/features/earn/presentation/pages/savings_receipt_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,Savings product and portfolio lifecycle,SC-333,sc333SavingsPortfolio,/earn/savings/portfolio,SavingsPortfolioPage,flutter_app/lib/features/earn/presentation/pages/savings_portfolio_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,Savings product and portfolio lifecycle,SC-334,sc334SavingsHistory,/earn/savings/history,SavingsHistoryPage,flutter_app/lib/features/earn/presentation/pages/savings_history_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings education, risk and comparison",SC-335,sc335SavingsGuide,/earn/savings/guide,SavingsGuidePage,flutter_app/lib/features/earn/presentation/pages/savings_guide_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings education, risk and comparison",SC-336,sc336SavingsFAQ,/earn/savings/faq,SavingsFAQPage,flutter_app/lib/features/earn/presentation/pages/savings_faq_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings education, risk and comparison",SC-337,sc337SavingsNotifications,/earn/savings/notifications,SavingsNotificationsPage,flutter_app/lib/features/earn/presentation/pages/savings_notifications_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings education, risk and comparison",SC-338,sc338SavingsRecommendations,/earn/savings/recommendations,SavingsRecommendationsPage,flutter_app/lib/features/earn/presentation/pages/savings_recommendations_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings education, risk and comparison",SC-339,sc339SavingsRiskAssessment,/earn/savings/risk-assessment,SavingsRiskAssessmentPage,flutter_app/lib/features/earn/presentation/pages/savings_risk_assessment_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings education, risk and comparison",SC-340,sc340SavingsComparison,/earn/savings/comparison,SavingsComparisonPage,flutter_app/lib/features/earn/presentation/pages/savings_comparison_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings automation, analytics and planning",SC-341,sc341AutoCompoundSettings,/earn/savings/auto-compound,AutoCompoundSettingsPage,flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings automation, analytics and planning",SC-342,sc342SavingsGoal,/earn/savings/goals,SavingsGoalPage,flutter_app/lib/features/earn/presentation/pages/savings_goal_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings automation, analytics and planning",SC-343,sc343SavingsAnalytics,/earn/savings/analytics,SavingsAnalyticsPage,flutter_app/lib/features/earn/presentation/pages/savings_analytics_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings automation, analytics and planning",SC-344,sc344SavingsAutoRebalance,/earn/savings/rebalance,SavingsAutoRebalancePage,flutter_app/lib/features/earn/presentation/pages/savings_auto_rebalance_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings automation, analytics and planning",SC-345,sc345SavingsNotificationPreferences,/earn/savings/notification-preferences,SavingsNotificationPreferencesPage,flutter_app/lib/features/earn/presentation/pages/savings_notification_preferences_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings automation, analytics and planning",SC-346,sc346SavingsDca,/earn/savings/dca,SavingsDCAPage,flutter_app/lib/features/earn/presentation/pages/savings_dca_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings automation, analytics and planning",SC-347,sc347SavingsSmartSuggestions,/earn/savings/smart-suggestions,SavingsSmartSuggestionsPage,flutter_app/lib/features/earn/presentation/pages/savings_smart_suggestions_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings automation, analytics and planning",SC-348,sc348SavingsExport,/earn/savings/export,SavingsExportPage,flutter_app/lib/features/earn/presentation/pages/savings_export_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings automation, analytics and planning",SC-349,sc349SavingsBacktest,/earn/savings/backtest,SavingsBacktestPage,flutter_app/lib/features/earn/presentation/pages/savings_backtest_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings automation, analytics and planning",SC-350,sc350SavingsAutoPilot,/earn/savings/autopilot,SavingsAutoPilotPage,flutter_app/lib/features/earn/presentation/pages/savings_autopilot_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings automation, analytics and planning",SC-351,sc351SavingsLadder,/earn/savings/ladder,SavingsLadderPage,flutter_app/lib/features/earn/presentation/pages/savings_ladder_page.dart,earn_routes.dart
Earn and Savings,earn,Savings,"Savings automation, analytics and planning",SC-352,sc352SavingsWhatIf,/earn/savings/whatif,SavingsWhatIfPage,flutter_app/lib/features/earn/presentation/pages/savings_what_if_page.dart,earn_routes.dart
